author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Regions Development;developer;https://www.cian.ru/sale/flat/308070981/;Москва;sale;flat;11;24;4;111.3;2023;-1;Монолитный;-1;Без отделки;57,7 м²;-1;+74951370072;Нагатинский затон;проспект Андропова;9/1;Технопарк;Dream Towers
