author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Самолет;developer;https://domodedovo.cian.ru/sale/flat/308647930/;Московская Область;sale;flat;3;12;3;77.87;13562717;2024;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;41,2 м²;12,5 м²;+74951378848;с. Ям; Мезенцева;16;;Прибрежный Парк
1-й ДСК;developer;https://khimki.cian.ru/sale/flat/307491136/;Московская Область;sale;flat;8;16;3;62.9;13598980;2027;-1;Панельный;-1;Предчистовая, чистовая;37,1 м²;5,2 м²;+74951374185;;;;Подрезково;1-й Шереметьевский
Страна Девелопмент;developer;https://mytishchi.cian.ru/sale/flat/304570553/;Московская Область;sale;flat;10;25;3;57.65;13690000;2026;-1;-1;-1;Неизвестно;35,1 м²;4,8 м²;+74951387073;;;;Медведково;Страна.Парковая ЖК
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/304075683/;Московская Область;sale;flat;18;20;3;62.3;13668897;2026;-1;Монолитный;-1;Без отделки, чистовая;-1;21,3 м²;+74951377553;;;;Медведково;Белый Grad ЖК
